"county","cbsa","cntyname","cbsaname","pop10","afact"
"county","cbsa","cntyname","CBSA Name","Total Pop, 2010 census","county to cbsa alloc factor"
"13233","16340","Polk GA","Cedartown, GA",41475,1 
"13235","47580","Pulaski GA","Warner Robins, GA",12010,1 
"13237"," ","Putnam GA"," ",21218,1 
"13239"," ","Quitman GA"," ",2513,1 
"13241"," ","Rabun GA"," ",16276,1 
"13243"," ","Randolph GA"," ",7719,1 
"13245","12260","Richmond GA","Augusta-Richmond County, GA-SC",200549,1 
"13247","12060","Rockdale GA","Atlanta-Sandy Springs-Roswell, GA",85215,1 
"13249","11140","Schley GA","Americus, GA",5010,1 
"13251"," ","Screven GA"," ",14593,1 
"13253"," ","Seminole GA"," ",8729,1 
"13255","12060","Spalding GA","Atlanta-Sandy Springs-Roswell, GA",64073,1 
"13257","45740","Stephens GA","Toccoa, GA",26175,1 
"13259"," ","Stewart GA"," ",6058,1 
"13261","11140","Sumter GA","Americus, GA",32819,1 
"13263"," ","Talbot GA"," ",6865,1 
"13265"," ","Taliaferro GA"," ",1717,1 
"13267"," ","Tattnall GA"," ",25520,1 
"13269"," ","Taylor GA"," ",8906,1 
"13271"," ","Telfair GA"," ",16500,1 
"13273","10500","Terrell GA","Albany, GA",9315,1 
"13275","45620","Thomas GA","Thomasville, GA",44720,1 
"13277","45700","Tift GA","Tifton, GA",40118,1 
"13279","47080","Toombs GA","Vidalia, GA",27223,1 
"13281"," ","Towns GA"," ",10471,1 
"13283"," ","Treutlen GA"," ",6885,1 
"13285","29300","Troup GA","LaGrange, GA",67044,1 
"13287"," ","Turner GA"," ",8930,1 
"13289","31420","Twiggs GA","Macon, GA",9023,1 
"13291"," ","Union GA"," ",21356,1 
"13293","45580","Upson GA","Thomaston, GA",27153,1 
"13295","16860","Walker GA","Chattanooga, TN-GA",68756,1 
"13297","12060","Walton GA","Atlanta-Sandy Springs-Roswell, GA",83768,1 
"13299","48180","Ware GA","Waycross, GA",36312,1 
"13301"," ","Warren GA"," ",5834,1 
"13303"," ","Washington GA"," ",21187,1 
"13305","27700","Wayne GA","Jesup, GA",30099,1 
"13307"," ","Webster GA"," ",2799,1 
"13309"," ","Wheeler GA"," ",7421,1 
"13311"," ","White GA"," ",27144,1 
"13313","19140","Whitfield GA","Dalton, GA",102599,1 
"13315"," ","Wilcox GA"," ",9255,1 
"13317"," ","Wilkes GA"," ",10593,1 
"13319"," ","Wilkinson GA"," ",9563,1 
"13321","10500","Worth GA","Albany, GA",21679,1 
"15001","25900","Hawaii HI","Hilo, HI",185079,1 
"15003","46520","Honolulu HI","Urban Honolulu, HI",953207,1 
"15005","27980","Kalawao HI","Kahului-Wailuku-Lahaina, HI",90,1 
"15007","28180","Kauai HI","Kapaa, HI",67091,1 
"15009","27980","Maui HI","Kahului-Wailuku-Lahaina, HI",154834,1 
"16001","14260","Ada ID","Boise City, ID",392365,1 
"16003"," ","Adams ID"," ",3976,1 
"16005","38540","Bannock ID","Pocatello, ID",82839,1 
"16007"," ","Bear Lake ID"," ",5986,1 
"16009"," ","Benewah ID"," ",9285,1 
"16011","13940","Bingham ID","Blackfoot, ID",45607,1 
"16013","25200","Blaine ID","Hailey, ID",21376,1 
"16015","14260","Boise ID","Boise City, ID",7028,1 
"16017","41760","Bonner ID","Sandpoint, ID",40877,1 
"16019","26820","Bonneville ID","Idaho Falls, ID",104234,1 
"16021"," ","Boundary ID"," ",10972,1 
"16023","26820","Butte ID","Idaho Falls, ID",2891,1 
"16025","25200","Camas ID","Hailey, ID",1117,1 
"16027","14260","Canyon ID","Boise City, ID",188923,1 
"16029"," ","Caribou ID"," ",6963,1 
"16031","15420","Cassia ID","Burley, ID",22952,1 
"16033"," ","Clark ID"," ",982,1 
"16035"," ","Clearwater ID"," ",8761,1 
"16037"," ","Custer ID"," ",4368,1 
"16039","34300","Elmore ID","Mountain Home, ID",27038,1 
"16041","30860","Franklin ID","Logan, UT-ID",12786,1 
"16043","39940","Fremont ID","Rexburg, ID",13242,1 
"16045","14260","Gem ID","Boise City, ID",16719,1 
"16047"," ","Gooding ID"," ",15464,1 
"16049"," ","Idaho ID"," ",16267,1 
"16051","26820","Jefferson ID","Idaho Falls, ID",26140,1 
"16053","46300","Jerome ID","Twin Falls, ID",22374,1 
"16055","17660","Kootenai ID","Coeur dAlene, ID",138494,1 
"16057","34140","Latah ID","Moscow, ID",37244,1 
"16059"," ","Lemhi ID"," ",7936,1 
"16061"," ","Lewis ID"," ",3821,1 
"16063","25200","Lincoln ID","Hailey, ID",5208,1 
"16065","39940","Madison ID","Rexburg, ID",37536,1 
"16067","15420","Minidoka ID","Burley, ID",20069,1 
"16069","30300","Nez Perce ID","Lewiston, ID-WA",39265,1 
"16071"," ","Oneida ID"," ",4286,1 
"16073","14260","Owyhee ID","Boise City, ID",11526,1 
"16075","36620","Payette ID","Ontario, OR-ID",22623,1 
"16077"," ","Power ID"," ",7817,1 
"16079"," ","Shoshone ID"," ",12765,1 
"16081","27220","Teton ID","Jackson, WY-ID",10170,1 
"16083","46300","Twin Falls ID","Twin Falls, ID",77230,1 
"16085"," ","Valley ID"," ",9862,1 
"16087"," ","Washington ID"," ",10198,1 
"17001","39500","Adams IL","Quincy, IL-MO",67103,1 
"17003","16020","Alexander IL","Cape Girardeau, MO-IL",8238,1 
"17005","41180","Bond IL","St. Louis, MO-IL",17768,1 
"17007","40420","Boone IL","Rockford, IL",54165,1 
"17009"," ","Brown IL"," ",6937,1 
"17011","36860","Bureau IL","Ottawa-Peru, IL",34978,1 
"17013","41180","Calhoun IL","St. Louis, MO-IL",5089,1 
"17015"," ","Carroll IL"," ",15387,1 
"17017"," ","Cass IL"," ",13642,1 
"17019","16580","Champaign IL","Champaign-Urbana, IL",201081,1 
"17021","45380","Christian IL","Taylorville, IL",34800,1 
"17023"," ","Clark IL"," ",16335,1 
"17025"," ","Clay IL"," ",13815,1 
"17027","41180","Clinton IL","St. Louis, MO-IL",37762,1 
"17029","16660","Coles IL","Charleston-Mattoon, IL",53873,1 
"17031","16980","Cook IL","Chicago-Naperville-Elgin, IL-IN-WI",5194675,1 
"17033"," ","Crawford IL"," ",19817,1 
"17035","16660","Cumberland IL","Charleston-Mattoon, IL",11048,1 
"17037","16980","DeKalb IL","Chicago-Naperville-Elgin, IL-IN-WI",105160,1 
"17039","14010","De Witt IL","Bloomington, IL",16561,1 
"17041"," ","Douglas IL"," ",19980,1 
"17043","16980","DuPage IL","Chicago-Naperville-Elgin, IL-IN-WI",916924,1 
"17045"," ","Edgar IL"," ",18576,1 
"17047"," ","Edwards IL"," ",6721,1 
"17049","20820","Effingham IL","Effingham, IL",34242,1 
"17051"," ","Fayette IL"," ",22140,1 
"17053","16580","Ford IL","Champaign-Urbana, IL",14081,1 
"17055"," ","Franklin IL"," ",39561,1 
"17057","15900","Fulton IL","Canton, IL",37069,1 
"17059"," ","Gallatin IL"," ",5589,1 
"17061"," ","Greene IL"," ",13886,1 
"17063","16980","Grundy IL","Chicago-Naperville-Elgin, IL-IN-WI",50063,1 
"17065"," ","Hamilton IL"," ",8457,1 
"17067","22800","Hancock IL","Fort Madison-Keokuk, IA-IL-MO",19104,1 
"17069"," ","Hardin IL"," ",4320,1 
"17071","15460","Henderson IL","Burlington, IA-IL",7331,1 
"17073","19340","Henry IL","Davenport-Moline-Rock Island, IA-IL",50486,1 
"17075"," ","Iroquois IL"," ",29718,1 
"17077","16060","Jackson IL","Carbondale-Marion, IL",60218,1 
"17079"," ","Jasper IL"," ",9698,1 
"17081","34500","Jefferson IL","Mount Vernon, IL",38827,1 
"17083","41180","Jersey IL","St. Louis, MO-IL",22985,1 
"17085"," ","Jo Daviess IL"," ",22678,1 
"17087"," ","Johnson IL"," ",12582,1 
"17089","16980","Kane IL","Chicago-Naperville-Elgin, IL-IN-WI",515269,1 
"17091","28100","Kankakee IL","Kankakee, IL",113449,1 
"17093","16980","Kendall IL","Chicago-Naperville-Elgin, IL-IN-WI",114736,1 
"17095","23660","Knox IL","Galesburg, IL",52919,1 
"17097","16980","Lake IL","Chicago-Naperville-Elgin, IL-IN-WI",703462,1 
"17099","36860","La Salle IL","Ottawa-Peru, IL",113924,1 
"17101"," ","Lawrence IL"," ",16833,1 
"17103","19940","Lee IL","Dixon, IL",36031,1 
"17105","38700","Livingston IL","Pontiac, IL",38950,1 
"17107","30660","Logan IL","Lincoln, IL",30305,1 
"17109","31380","McDonough IL","Macomb, IL",32612,1 
"17111","16980","McHenry IL","Chicago-Naperville-Elgin, IL-IN-WI",308760,1 
"17113","14010","McLean IL","Bloomington, IL",169572,1 
"17115","19500","Macon IL","Decatur, IL",110768,1 
"17117","41180","Macoupin IL","St. Louis, MO-IL",47765,1 
"17119","41180","Madison IL","St. Louis, MO-IL",269282,1 
"17121","16460","Marion IL","Centralia, IL",39437,1 
"17123","37900","Marshall IL","Peoria, IL",12640,1 
"17125"," ","Mason IL"," ",14666,1 
"17127","37140","Massac IL","Paducah, KY-IL",15429,1 
"17129","44100","Menard IL","Springfield, IL",12705,1 
"17131","19340","Mercer IL","Davenport-Moline-Rock Island, IA-IL",16434,1 
"17133","41180","Monroe IL","St. Louis, MO-IL",32957,1 
"17135"," ","Montgomery IL"," ",30104,1 
"17137","27300","Morgan IL","Jacksonville, IL",35547,1 
"17139"," ","Moultrie IL"," ",14846,1 
"17141","40300","Ogle IL","Rochelle, IL",53497,1 
"17143","37900","Peoria IL","Peoria, IL",186494,1 
"17145"," ","Perry IL"," ",22350,1 
"17147","16580","Piatt IL","Champaign-Urbana, IL",16729,1 
"17149"," ","Pike IL"," ",16430,1 
"17151"," ","Pope IL"," ",4470,1 
"17153"," ","Pulaski IL"," ",6161,1 
"17155","36860","Putnam IL","Ottawa-Peru, IL",6006,1 
"17157"," ","Randolph IL"," ",33476,1 
"17159"," ","Richland IL"," ",16233,1 
"17161","19340","Rock Island IL","Davenport-Moline-Rock Island, IA-IL",147546,1 
"17163","41180","St. Clair IL","St. Louis, MO-IL",270056,1 
"17165"," ","Saline IL"," ",24913,1 
"17167","44100","Sangamon IL","Springfield, IL",197465,1 
"17169"," ","Schuyler IL"," ",7544,1 
"17171","27300","Scott IL","Jacksonville, IL",5355,1 
"17173"," ","Shelby IL"," ",22363,1 
"17175","37900","Stark IL","Peoria, IL",5994,1 
"17177","23300","Stephenson IL","Freeport, IL",47711,1 
"17179","37900","Tazewell IL","Peoria, IL",135394,1 
"17181"," ","Union IL"," ",17808,1 
"17183","19180","Vermilion IL","Danville, IL",81625,1 
"17185"," ","Wabash IL"," ",11947,1 
"17187"," ","Warren IL"," ",17707,1 
"17189"," ","Washington IL"," ",14716,1 
"17191"," ","Wayne IL"," ",16760,1 
"17193"," ","White IL"," ",14665,1 
"17195","44580","Whiteside IL","Sterling, IL",58498,1 
"17197","16980","Will IL","Chicago-Naperville-Elgin, IL-IN-WI",677560,1 
"17199","16060","Williamson IL","Carbondale-Marion, IL",66357,1 
"17201","40420","Winnebago IL","Rockford, IL",295266,1 
"17203","37900","Woodford IL","Peoria, IL",38664,1 
"18001","19540","Adams IN","Decatur, IN",34387,1 
"18003","23060","Allen IN","Fort Wayne, IN",355329,1 
"18005","18020","Bartholomew IN","Columbus, IN",76794,1 
"18007","29200","Benton IN","Lafayette-West Lafayette, IN",8854,1 
"18009"," ","Blackford IN"," ",12766,1 
"18011","26900","Boone IN","Indianapolis-Carmel-Anderson, IN",56640,1 
"18013","26900","Brown IN","Indianapolis-Carmel-Anderson, IN",15242,1 
"18015","29200","Carroll IN","Lafayette-West Lafayette, IN",20155,1 
"18017","30900","Cass IN","Logansport, IN",38966,1 
"18019","31140","Clark IN","Louisville/Jefferson County, KY-IN",110232,1 
"18021","45460","Clay IN","Terre Haute, IN",26890,1 
"18023","23140","Clinton IN","Frankfort, IN",33224,1 
"18025"," ","Crawford IN"," ",10713,1 
"18027","47780","Daviess IN","Washington, IN",31648,1 
"18029","17140","Dearborn IN","Cincinnati, OH-KY-IN",50047,1 
"18031","24700","Decatur IN","Greensburg, IN",25740,1 
"18033","12140","De Kalb IN","Auburn, IN",42223,1 
"18035","34620","Delaware IN","Muncie, IN",117671,1 
"18037","27540","Dubois IN","Jasper, IN",41889,1 
"18039","21140","Elkhart IN","Elkhart-Goshen, IN",197559,1 
"18041","18220","Fayette IN","Connersville, IN",24277,1 
"18043","31140","Floyd IN","Louisville/Jefferson County, KY-IN",74578,1 
"18045"," ","Fountain IN"," ",17240,1 
"18047"," ","Franklin IN"," ",23087,1 
"18049"," ","Fulton IN"," ",20836,1 
"18051"," ","Gibson IN"," ",33503,1 
"18053","31980","Grant IN","Marion, IN",70061,1 
"18055"," ","Greene IN"," ",33165,1 
"18057","26900","Hamilton IN","Indianapolis-Carmel-Anderson, IN",274569,1 
"18059","26900","Hancock IN","Indianapolis-Carmel-Anderson, IN",70002,1 
"18061","31140","Harrison IN","Louisville/Jefferson County, KY-IN",39364,1 
"18063","26900","Hendricks IN","Indianapolis-Carmel-Anderson, IN",145448,1 
"18065","35220","Henry IN","New Castle, IN",49462,1 
"18067","29020","Howard IN","Kokomo, IN",82752,1 
"18069","26540","Huntington IN","Huntington, IN",37124,1 
"18071","42980","Jackson IN","Seymour, IN",42376,1 
"18073","16980","Jasper IN","Chicago-Naperville-Elgin, IL-IN-WI",33478,1 
"18075"," ","Jay IN"," ",21253,1 
"18077","31500","Jefferson IN","Madison, IN",32428,1 
"18079","35860","Jennings IN","North Vernon, IN",28525,1 
"18081","26900","Johnson IN","Indianapolis-Carmel-Anderson, IN",139654,1 
"18083","47180","Knox IN","Vincennes, IN",38440,1 
"18085","47700","Kosciusko IN","Warsaw, IN",77358,1 
"18087"," ","Lagrange IN"," ",37128,1 
"18089","16980","Lake IN","Chicago-Naperville-Elgin, IL-IN-WI",496005,1 
"18091","33140","La Porte IN","Michigan City-La Porte, IN",111467,1 
"18093","13260","Lawrence IN","Bedford, IN",46134,1 
"18095","26900","Madison IN","Indianapolis-Carmel-Anderson, IN",131636,1 
"18097","26900","Marion IN","Indianapolis-Carmel-Anderson, IN",903393,1 
"18099","38500","Marshall IN","Plymouth, IN",47051,1 
"18101"," ","Martin IN"," ",10334,1 
"18103","37940","Miami IN","Peru, IN",36903,1 
"18105","14020","Monroe IN","Bloomington, IN",137974,1 
"18107","18820","Montgomery IN","Crawfordsville, IN",38124,1 
"18109","26900","Morgan IN","Indianapolis-Carmel-Anderson, IN",68894,1 
"18111","16980","Newton IN","Chicago-Naperville-Elgin, IL-IN-WI",14244,1 
"18113","28340","Noble IN","Kendallville, IN",47536,1 
"18115","17140","Ohio IN","Cincinnati, OH-KY-IN",6128,1 
"18117"," ","Orange IN"," ",19840,1 
"18119","14020","Owen IN","Bloomington, IN",21575,1 
"18121"," ","Parke IN"," ",17339,1 
"18123"," ","Perry IN"," ",19338,1 
"18125","27540","Pike IN","Jasper, IN",12845,1 
"18127","16980","Porter IN","Chicago-Naperville-Elgin, IL-IN-WI",164343,1 
"18129","21780","Posey IN","Evansville, IN-KY",25910,1 
"18131"," ","Pulaski IN"," ",13402,1 
"18133","26900","Putnam IN","Indianapolis-Carmel-Anderson, IN",37963,1 
"18135"," ","Randolph IN"," ",26171,1 
"18137"," ","Ripley IN"," ",28818,1 
"18139"," ","Rush IN"," ",17392,1 
"18141","43780","St. Joseph IN","South Bend-Mishawaka, IN-MI",266931,1 
"18143","31140","Scott IN","Louisville/Jefferson County, KY-IN",24181,1 
"18145","26900","Shelby IN","Indianapolis-Carmel-Anderson, IN",44436,1 
"18147"," ","Spencer IN"," ",20952,1 
"18149"," ","Starke IN"," ",23363,1 
"18151","11420","Steuben IN","Angola, IN",34185,1 
"18153","45460","Sullivan IN","Terre Haute, IN",21475,1 
"18155"," ","Switzerland IN"," ",10613,1 
"18157","29200","Tippecanoe IN","Lafayette-West Lafayette, IN",172780,1 
"18159"," ","Tipton IN"," ",15936,1 
"18161","17140","Union IN","Cincinnati, OH-KY-IN",7516,1 
"18163","21780","Vanderburgh IN","Evansville, IN-KY",179703,1 
"18165","45460","Vermillion IN","Terre Haute, IN",16212,1 
"18167","45460","Vigo IN","Terre Haute, IN",107848,1 
"18169","47340","Wabash IN","Wabash, IN",32888,1 
"18171"," ","Warren IN"," ",8508,1 
"18173","21780","Warrick IN","Evansville, IN-KY",59689,1 
"18175","31140","Washington IN","Louisville/Jefferson County, KY-IN",28262,1 
"18177","39980","Wayne IN","Richmond, IN",68917,1 
"18179","23060","Wells IN","Fort Wayne, IN",27636,1 
"18181"," ","White IN"," ",24643,1 
"18183","23060","Whitley IN","Fort Wayne, IN",33292,1 
"19001"," ","Adair IA"," ",7682,1 
"19003"," ","Adams IA"," ",4029,1 
"19005"," ","Allamakee IA"," ",14330,1 
"19007"," ","Appanoose IA"," ",12887,1 
"19009"," ","Audubon IA"," ",6119,1 
"19011","16300","Benton IA","Cedar Rapids, IA",26076,1 
"19013","47940","Black Hawk IA","Waterloo-Cedar Falls, IA",131090,1 
"19015","14340","Boone IA","Boone, IA",26306,1 
"19017","47940","Bremer IA","Waterloo-Cedar Falls, IA",24276,1 
"19019"," ","Buchanan IA"," ",20958,1 
"19021","44740","Buena Vista IA","Storm Lake, IA",20260,1 
"19023"," ","Butler IA"," ",14867,1 
"19025"," ","Calhoun IA"," ",9670,1 
"19027"," ","Carroll IA"," ",20816,1 
"19029"," ","Cass IA"," ",13956,1 
"19031"," ","Cedar IA"," ",18499,1 
"19033","32380","Cerro Gordo IA","Mason City, IA",44151,1 
"19035"," ","Cherokee IA"," ",12072,1 
"19037"," ","Chickasaw IA"," ",12439,1 
"19039"," ","Clarke IA"," ",9286,1 
"19041","43980","Clay IA","Spencer, IA",16667,1 
"19043"," ","Clayton IA"," ",18129,1 
"19045","17540","Clinton IA","Clinton, IA",49116,1 
"19047"," ","Crawford IA"," ",17096,1 
"19049","19780","Dallas IA","Des Moines-West Des Moines, IA",66135,1 
"19051","36900","Davis IA","Ottumwa, IA",8753,1 
"19053"," ","Decatur IA"," ",8457,1 
"19055"," ","Delaware IA"," ",17764,1 
"19057","15460","Des Moines IA","Burlington, IA-IL",40325,1 
"19059","44020","Dickinson IA","Spirit Lake, IA",16667,1 
"19061","20220","Dubuque IA","Dubuque, IA",93653,1 
"19063"," ","Emmet IA"," ",10302,1 
"19065"," ","Fayette IA"," ",20880,1 
"19067"," ","Floyd IA"," ",16303,1 
"19069"," ","Franklin IA"," ",10680,1 
"19071"," ","Fremont IA"," ",7441,1 
"19073"," ","Greene IA"," ",9336,1 
"19075","47940","Grundy IA","Waterloo-Cedar Falls, IA",12453,1 
"19077","19780","Guthrie IA","Des Moines-West Des Moines, IA",10954,1 
"19079"," ","Hamilton IA"," ",15673,1 
"19081"," ","Hancock IA"," ",11341,1 
"19083"," ","Hardin IA"," ",17534,1 
"19085","36540","Harrison IA","Omaha-Council Bluffs, NE-IA",14928,1 
"19087"," ","Henry IA"," ",20145,1 
"19089"," ","Howard IA"," ",9566,1 
"19091"," ","Humboldt IA"," ",9815,1 
"19093"," ","Ida IA"," ",7089,1 
"19095"," ","Iowa IA"," ",16355,1 
"19097"," ","Jackson IA"," ",19848,1 
"19099","35500","Jasper IA","Newton, IA",36842,1 
"19101","21840","Jefferson IA","Fairfield, IA",16843,1 
"19103","26980","Johnson IA","Iowa City, IA",130882,1 
"19105","16300","Jones IA","Cedar Rapids, IA",20638,1 
"19107"," ","Keokuk IA"," ",10511,1 
"19109"," ","Kossuth IA"," ",15543,1 
"19111","22800","Lee IA","Fort Madison-Keokuk, IA-IL-MO",35862,1 
"19113","16300","Linn IA","Cedar Rapids, IA",211226,1 
"19115"," ","Louisa IA"," ",11387,1 
"19117"," ","Lucas IA"," ",8898,1 
"19119"," ","Lyon IA"," ",11581,1 
"19121","19780","Madison IA","Des Moines-West Des Moines, IA",15679,1 
"19123","36820","Mahaska IA","Oskaloosa, IA",22381,1 
"19125"," ","Marion IA"," ",33309,1 
"19127","32260","Marshall IA","Marshalltown, IA",40648,1 
"19129","36540","Mills IA","Omaha-Council Bluffs, NE-IA",15059,1 
"19131"," ","Mitchell IA"," ",10776,1 
"19133"," ","Monona IA"," ",9243,1 
"19135"," ","Monroe IA"," ",7970,1 
"19137"," ","Montgomery IA"," ",10740,1 
"19139","34700","Muscatine IA","Muscatine, IA",42745,1 
"19141"," ","OBrien IA"," ",14398,1 
"19143"," ","Osceola IA"," ",6462,1 
"19145"," ","Page IA"," ",15932,1 
"19147"," ","Palo Alto IA"," ",9421,1 
"19149","43580","Plymouth IA","Sioux City, IA-NE-SD",24986,1 
"19151"," ","Pocahontas IA"," ",7310,1 
"19153","19780","Polk IA","Des Moines-West Des Moines, IA",430640,1 
"19155","36540","Pottawattamie IA","Omaha-Council Bluffs, NE-IA",93158,1 
"19157"," ","Poweshiek IA"," ",18914,1 
"19159"," ","Ringgold IA"," ",5131,1 
"19161"," ","Sac IA"," ",10350,1 
"19163","19340","Scott IA","Davenport-Moline-Rock Island, IA-IL",165224,1 
"19165"," ","Shelby IA"," ",12167,1 
"19167"," ","Sioux IA"," ",33704,1 
"19169","11180","Story IA","Ames, IA",89542,1 
"19171"," ","Tama IA"," ",17767,1 
"19173"," ","Taylor IA"," ",6317,1 
"19175"," ","Union IA"," ",12534,1 
"19177"," ","Van Buren IA"," ",7570,1 
"19179","36900","Wapello IA","Ottumwa, IA",35625,1 
"19181","19780","Warren IA","Des Moines-West Des Moines, IA",46225,1 
"19183","26980","Washington IA","Iowa City, IA",21704,1 
"19185"," ","Wayne IA"," ",6403,1 
"19187","22700","Webster IA","Fort Dodge, IA",38013,1 
"19189"," ","Winnebago IA"," ",10866,1 
"19191"," ","Winneshiek IA"," ",21056,1 
"19193","43580","Woodbury IA","Sioux City, IA-NE-SD",102172,1 
"19195","32380","Worth IA","Mason City, IA",7598,1 
"19197"," ","Wright IA"," ",13229,1 
"20001"," ","Allen KS"," ",13371,1 
"20003"," ","Anderson KS"," ",8102,1 
"20005","11860","Atchison KS","Atchison, KS",16924,1 
"20007"," ","Barber KS"," ",4861,1 
"20009","24460","Barton KS","Great Bend, KS",27674,1 
"20011"," ","Bourbon KS"," ",15173,1 
"20013"," ","Brown KS"," ",9984,1 
"20015","48620","Butler KS","Wichita, KS",65880,1 
"20017"," ","Chase KS"," ",2790,1 
"20019"," ","Chautauqua KS"," ",3669,1 
"20021"," ","Cherokee KS"," ",21603,1 
"20023"," ","Cheyenne KS"," ",2726,1 
"20025"," ","Clark KS"," ",2215,1 
"20027"," ","Clay KS"," ",8535,1 
"20029"," ","Cloud KS"," ",9533,1 
"20031"," ","Coffey KS"," ",8601,1 
"20033"," ","Comanche KS"," ",1891,1 
"20035","11680","Cowley KS","Arkansas City-Winfield, KS",36311,1 
"20037","38260","Crawford KS","Pittsburg, KS",39134,1 
"20039"," ","Decatur KS"," ",2961,1 
"20041"," ","Dickinson KS"," ",19754,1 
"20043","41140","Doniphan KS","St. Joseph, MO-KS",7945,1 
"20045","29940","Douglas KS","Lawrence, KS",110826,1 
"20047"," ","Edwards KS"," ",3037,1 
"20049"," ","Elk KS"," ",2882,1 
"20051","25700","Ellis KS","Hays, KS",28452,1 
"20053"," ","Ellsworth KS"," ",6497,1 
"20055","23780","Finney KS","Garden City, KS",36776,1 
"20057","19980","Ford KS","Dodge City, KS",33848,1 
"20059","36840","Franklin KS","Ottawa, KS",25992,1 
"20061","27920","Geary KS","Junction City, KS",34362,1 
"20063"," ","Gove KS"," ",2695,1 
"20065"," ","Graham KS"," ",2597,1 
"20067"," ","Grant KS"," ",7829,1 
"20069"," ","Gray KS"," ",6006,1 
"20071"," ","Greeley KS"," ",1247,1 
"20073"," ","Greenwood KS"," ",6689,1 
"20075"," ","Hamilton KS"," ",2690,1 
"20077"," ","Harper KS"," ",6034,1 
"20079","48620","Harvey KS","Wichita, KS",34684,1 
"20081"," ","Haskell KS"," ",4256,1 
"20083"," ","Hodgeman KS"," ",1916,1 
"20085","45820","Jackson KS","Topeka, KS",13462,1 
"20087","45820","Jefferson KS","Topeka, KS",19126,1 
"20089"," ","Jewell KS"," ",3077,1 
"20091","28140","Johnson KS","Kansas City, MO-KS",544179,1 
"20093","23780","Kearny KS","Garden City, KS",3977,1 
"20095","48620","Kingman KS","Wichita, KS",7858,1 
"20097"," ","Kiowa KS"," ",2553,1 
"20099","37660","Labette KS","Parsons, KS",21607,1 
"20101"," ","Lane KS"," ",1750,1 
"20103","28140","Leavenworth KS","Kansas City, MO-KS",76227,1 
"20105"," ","Lincoln KS"," ",3241,1 
"20107","28140","Linn KS","Kansas City, MO-KS",9656,1 
"20109"," ","Logan KS"," ",2756,1 
"20111","21380","Lyon KS","Emporia, KS",33690,1 
"20113","32700","McPherson KS","McPherson, KS",29180,1 
"20115"," ","Marion KS"," ",12660,1 
"20117"," ","Marshall KS"," ",10117,1 
"20119"," ","Meade KS"," ",4575,1 
"20121","28140","Miami KS","Kansas City, MO-KS",32787,1 
"20123"," ","Mitchell KS"," ",6373,1 
"20125","17700","Montgomery KS","Coffeyville, KS",35471,1 
"20127"," ","Morris KS"," ",5923,1 
"20129"," ","Morton KS"," ",3233,1 
"20131"," ","Nemaha KS"," ",10178,1 
"20133"," ","Neosho KS"," ",16512,1 
"20135"," ","Ness KS"," ",3107,1 
"20137"," ","Norton KS"," ",5671,1 
"20139","45820","Osage KS","Topeka, KS",16295,1 
"20141"," ","Osborne KS"," ",3858,1 
"20143","41460","Ottawa KS","Salina, KS",6091,1 
"20145"," ","Pawnee KS"," ",6973,1 
"20147"," ","Phillips KS"," ",5642,1 
"20149","31740","Pottawatomie KS","Manhattan, KS",21604,1 
"20151"," ","Pratt KS"," ",9656,1 
"20153"," ","Rawlins KS"," ",2519,1 
"20155","26740","Reno KS","Hutchinson, KS",64511,1 
"20157"," ","Republic KS"," ",4980,1 
"20159"," ","Rice KS"," ",10083,1 
"20161","31740","Riley KS","Manhattan, KS",71115,1 
"20163"," ","Rooks KS"," ",5181,1 
"20165"," ","Rush KS"," ",3307,1 
"20167"," ","Russell KS"," ",6970,1 
"20169","41460","Saline KS","Salina, KS",55606,1 
"20171"," ","Scott KS"," ",4936,1 
"20173","48620","Sedgwick KS","Wichita, KS",498365,1 
"20175","30580","Seward KS","Liberal, KS",22952,1 
"20177","45820","Shawnee KS","Topeka, KS",177934,1 
"20179"," ","Sheridan KS"," ",2556,1 
"20181"," ","Sherman KS"," ",6010,1 
"20183"," ","Smith KS"," ",3853,1 
"20185"," ","Stafford KS"," ",4437,1 
"20187"," ","Stanton KS"," ",2235,1 
"20189"," ","Stevens KS"," ",5724,1 
"20191","48620","Sumner KS","Wichita, KS",24132,1 
"20193"," ","Thomas KS"," ",7900,1 
"20195"," ","Trego KS"," ",3001,1 
"20197","45820","Wabaunsee KS","Topeka, KS",7053,1 
"20199"," ","Wallace KS"," ",1485,1 
"20201"," ","Washington KS"," ",5799,1 
"20203"," ","Wichita KS"," ",2234,1 
"20205"," ","Wilson KS"," ",9409,1 
"20207"," ","Woodson KS"," ",3309,1 
"20209","28140","Wyandotte KS","Kansas City, MO-KS",157505,1 
"21001"," ","Adair KY"," ",18656,1 
"21003","14540","Allen KY","Bowling Green, KY",19956,1 
"21005","23180","Anderson KY","Frankfort, KY",21421,1 
"21007","37140","Ballard KY","Paducah, KY-IL",8249,1 
"21009","23980","Barren KY","Glasgow, KY",42173,1 
"21011","34460","Bath KY","Mount Sterling, KY",11591,1 
"21013","33180","Bell KY","Middlesborough, KY",28691,1 
"21015","17140","Boone KY","Cincinnati, OH-KY-IN",118811,1 
"21017","30460","Bourbon KY","Lexington-Fayette, KY",19985,1 
"21019","26580","Boyd KY","Huntington-Ashland, WV-KY-OH",49542,1 
"21021","19220","Boyle KY","Danville, KY",28432,1 
