"county","cbsa","cntyname","cbsaname","pop10","afact"
"county","cbsa","cntyname","CBSA Name","Total Pop, 2010 census","county to cbsa alloc factor"
"28159"," ","Winston MS"," ",19198,1 
"28161"," ","Yalobusha MS"," ",12678,1 
"28163","27140","Yazoo MS","Jackson, MS",28065,1 
"29001","28860","Adair MO","Kirksville, MO",25607,1 
"29003","41140","Andrew MO","St. Joseph, MO-KS",17291,1 
"29005"," ","Atchison MO"," ",5685,1 
"29007","33020","Audrain MO","Mexico, MO",25529,1 
"29009"," ","Barry MO"," ",35597,1 
"29011"," ","Barton MO"," ",12402,1 
"29013","28140","Bates MO","Kansas City, MO-KS",17049,1 
"29015"," ","Benton MO"," ",19056,1 
"29017","16020","Bollinger MO","Cape Girardeau, MO-IL",12363,1 
"29019","17860","Boone MO","Columbia, MO",162642,1 
"29021","41140","Buchanan MO","St. Joseph, MO-KS",89201,1 
"29023","38740","Butler MO","Poplar Bluff, MO",42794,1 
"29025","28140","Caldwell MO","Kansas City, MO-KS",9424,1 
"29027","27620","Callaway MO","Jefferson City, MO",44332,1 
"29029"," ","Camden MO"," ",44002,1 
"29031","16020","Cape Girardeau MO","Cape Girardeau, MO-IL",75674,1 
"29033"," ","Carroll MO"," ",9295,1 
"29035"," ","Carter MO"," ",6265,1 
"29037","28140","Cass MO","Kansas City, MO-KS",99478,1 
"29039"," ","Cedar MO"," ",13982,1 
"29041"," ","Chariton MO"," ",7831,1 
"29043","44180","Christian MO","Springfield, MO",77422,1 
"29045","22800","Clark MO","Fort Madison-Keokuk, IA-IL-MO",7139,1 
"29047","28140","Clay MO","Kansas City, MO-KS",221939,1 
"29049","28140","Clinton MO","Kansas City, MO-KS",20743,1 
"29051","27620","Cole MO","Jefferson City, MO",75990,1 
"29053"," ","Cooper MO"," ",17601,1 
"29055"," ","Crawford MO"," ",24696,1 
"29057"," ","Dade MO"," ",7883,1 
"29059","44180","Dallas MO","Springfield, MO",16777,1 
"29061"," ","Daviess MO"," ",8433,1 
"29063","41140","DeKalb MO","St. Joseph, MO-KS",12892,1 
"29065"," ","Dent MO"," ",15657,1 
"29067"," ","Douglas MO"," ",13684,1 
"29069","28380","Dunklin MO","Kennett, MO",31953,1 
"29071","41180","Franklin MO","St. Louis, MO-IL",101492,1 
"29073"," ","Gasconade MO"," ",15222,1 
"29075"," ","Gentry MO"," ",6738,1 
"29077","44180","Greene MO","Springfield, MO",275174,1 
"29079"," ","Grundy MO"," ",10261,1 
"29081"," ","Harrison MO"," ",8957,1 
"29083"," ","Henry MO"," ",22272,1 
"29085"," ","Hickory MO"," ",9627,1 
"29087"," ","Holt MO"," ",4912,1 
"29089"," ","Howard MO"," ",10144,1 
"29091","48460","Howell MO","West Plains, MO",40400,1 
"29093"," ","Iron MO"," ",10630,1 
"29095","28140","Jackson MO","Kansas City, MO-KS",674158,1 
"29097","27900","Jasper MO","Joplin, MO",117404,1 
"29099","41180","Jefferson MO","St. Louis, MO-IL",218733,1 
"29101","47660","Johnson MO","Warrensburg, MO",52595,1 
"29103"," ","Knox MO"," ",4131,1 
"29105","30060","Laclede MO","Lebanon, MO",35571,1 
"29107","28140","Lafayette MO","Kansas City, MO-KS",33381,1 
"29109"," ","Lawrence MO"," ",38634,1 
"29111","39500","Lewis MO","Quincy, IL-MO",10211,1 
"29113","41180","Lincoln MO","St. Louis, MO-IL",52566,1 
"29115"," ","Linn MO"," ",12761,1 
"29117"," ","Livingston MO"," ",15195,1 
"29119","22220","McDonald MO","Fayetteville-Springdale-Rogers, AR-MO",23083,1 
"29121"," ","Macon MO"," ",15566,1 
"29123"," ","Madison MO"," ",12226,1 
"29125"," ","Maries MO"," ",9176,1 
"29127","25300","Marion MO","Hannibal, MO",28781,1 
"29129"," ","Mercer MO"," ",3785,1 
"29131"," ","Miller MO"," ",24748,1 
"29133"," ","Mississippi MO"," ",14358,1 
"29135","27620","Moniteau MO","Jefferson City, MO",15607,1 
"29137"," ","Monroe MO"," ",8840,1 
"29139"," ","Montgomery MO"," ",12236,1 
"29141"," ","Morgan MO"," ",20565,1 
"29143"," ","New Madrid MO"," ",18956,1 
"29145","27900","Newton MO","Joplin, MO",58114,1 
"29147","32340","Nodaway MO","Maryville, MO",23370,1 
"29149"," ","Oregon MO"," ",10881,1 
"29151","27620","Osage MO","Jefferson City, MO",13878,1 
"29153"," ","Ozark MO"," ",9723,1 
"29155"," ","Pemiscot MO"," ",18296,1 
"29157"," ","Perry MO"," ",18971,1 
"29159","42740","Pettis MO","Sedalia, MO",42201,1 
"29161","40620","Phelps MO","Rolla, MO",45156,1 
"29163"," ","Pike MO"," ",18516,1 
"29165","28140","Platte MO","Kansas City, MO-KS",89322,1 
"29167","44180","Polk MO","Springfield, MO",31137,1 
"29169","22780","Pulaski MO","Fort Leonard Wood, MO",52274,1 
"29171"," ","Putnam MO"," ",4979,1 
"29173","25300","Ralls MO","Hannibal, MO",10167,1 
"29175","33620","Randolph MO","Moberly, MO",25414,1 
"29177","28140","Ray MO","Kansas City, MO-KS",23494,1 
"29179"," ","Reynolds MO"," ",6696,1 
"29181"," ","Ripley MO"," ",14100,1 
"29183","41180","St. Charles MO","St. Louis, MO-IL",360485,1 
"29185"," ","St. Clair MO"," ",9805,1 
"29186"," ","Ste. Genevieve MO"," ",18145,1 
"29187","22100","St. Francois MO","Farmington, MO",65359,1 
"29189","41180","St. Louis MO","St. Louis, MO-IL",998954,1 
"29195","32180","Saline MO","Marshall, MO",23370,1 
"29197","28860","Schuyler MO","Kirksville, MO",4431,1 
"29199"," ","Scotland MO"," ",4843,1 
"29201","43460","Scott MO","Sikeston, MO",39191,1 
"29203"," ","Shannon MO"," ",8441,1 
"29205"," ","Shelby MO"," ",6373,1 
"29207"," ","Stoddard MO"," ",29968,1 
"29209","14700","Stone MO","Branson, MO",32202,1 
"29211"," ","Sullivan MO"," ",6714,1 
"29213","14700","Taney MO","Branson, MO",51675,1 
"29215"," ","Texas MO"," ",26008,1 
"29217"," ","Vernon MO"," ",21159,1 
"29219","41180","Warren MO","St. Louis, MO-IL",32513,1 
"29221"," ","Washington MO"," ",25195,1 
"29223"," ","Wayne MO"," ",13521,1 
"29225","44180","Webster MO","Springfield, MO",36202,1 
"29227"," ","Worth MO"," ",2171,1 
"29229"," ","Wright MO"," ",18815,1 
"29510","41180","St. Louis city MO","St. Louis, MO-IL",319294,1 
"30001"," ","Beaverhead MT"," ",9246,1 
"30003"," ","Big Horn MT"," ",12865,1 
"30005"," ","Blaine MT"," ",6491,1 
"30007"," ","Broadwater MT"," ",5612,1 
"30009","13740","Carbon MT","Billings, MT",10078,1 
"30011"," ","Carter MT"," ",1160,1 
"30013","24500","Cascade MT","Great Falls, MT",81327,1 
"30015"," ","Chouteau MT"," ",5813,1 
"30017"," ","Custer MT"," ",11699,1 
"30019"," ","Daniels MT"," ",1751,1 
"30021"," ","Dawson MT"," ",8966,1 
"30023"," ","Deer Lodge MT"," ",9298,1 
"30025"," ","Fallon MT"," ",2890,1 
"30027"," ","Fergus MT"," ",11586,1 
"30029","28060","Flathead MT","Kalispell, MT",90928,1 
"30031","14580","Gallatin MT","Bozeman, MT",89513,1 
"30033"," ","Garfield MT"," ",1206,1 
"30035"," ","Glacier MT"," ",13399,1 
"30037","13740","Golden Valley MT","Billings, MT",884,1 
"30039"," ","Granite MT"," ",3079,1 
"30041"," ","Hill MT"," ",16096,1 
"30043","25740","Jefferson MT","Helena, MT",11406,1 
"30045"," ","Judith Basin MT"," ",2072,1 
"30047"," ","Lake MT"," ",28746,1 
"30049","25740","Lewis and Clark MT","Helena, MT",63395,1 
"30051"," ","Liberty MT"," ",2339,1 
"30053"," ","Lincoln MT"," ",19687,1 
"30055"," ","McCone MT"," ",1734,1 
"30057"," ","Madison MT"," ",7691,1 
"30059"," ","Meagher MT"," ",1891,1 
"30061"," ","Mineral MT"," ",4223,1 
"30063","33540","Missoula MT","Missoula, MT",109299,1 
"30065"," ","Musselshell MT"," ",4538,1 
"30067"," ","Park MT"," ",15636,1 
"30069"," ","Petroleum MT"," ",494,1 
"30071"," ","Phillips MT"," ",4253,1 
"30073"," ","Pondera MT"," ",6153,1 
"30075"," ","Powder River MT"," ",1743,1 
"30077"," ","Powell MT"," ",7027,1 
"30079"," ","Prairie MT"," ",1179,1 
"30081"," ","Ravalli MT"," ",40212,1 
"30083"," ","Richland MT"," ",9746,1 
"30085"," ","Roosevelt MT"," ",10425,1 
"30087"," ","Rosebud MT"," ",9233,1 
"30089"," ","Sanders MT"," ",11413,1 
"30091"," ","Sheridan MT"," ",3384,1 
"30093","15580","Silver Bow MT","Butte-Silver Bow, MT",34200,1 
"30095"," ","Stillwater MT"," ",9117,1 
"30097"," ","Sweet Grass MT"," ",3651,1 
"30099"," ","Teton MT"," ",6073,1 
"30101"," ","Toole MT"," ",5324,1 
"30103"," ","Treasure MT"," ",718,1 
"30105"," ","Valley MT"," ",7369,1 
"30107"," ","Wheatland MT"," ",2168,1 
"30109"," ","Wibaux MT"," ",1017,1 
"30111","13740","Yellowstone MT","Billings, MT",147972,1 
"31001","25580","Adams NE","Hastings, NE",31364,1 
"31003"," ","Antelope NE"," ",6685,1 
"31005"," ","Arthur NE"," ",460,1 
"31007","42420","Banner NE","Scottsbluff, NE",690,1 
"31009"," ","Blaine NE"," ",478,1 
"31011"," ","Boone NE"," ",5505,1 
"31013"," ","Box Butte NE"," ",11308,1 
"31015"," ","Boyd NE"," ",2099,1 
"31017"," ","Brown NE"," ",3145,1 
"31019","28260","Buffalo NE","Kearney, NE",46102,1 
"31021"," ","Burt NE"," ",6858,1 
"31023"," ","Butler NE"," ",8395,1 
"31025","36540","Cass NE","Omaha-Council Bluffs, NE-IA",25241,1 
"31027"," ","Cedar NE"," ",8852,1 
"31029"," ","Chase NE"," ",3966,1 
"31031"," ","Cherry NE"," ",5713,1 
"31033"," ","Cheyenne NE"," ",9998,1 
"31035"," ","Clay NE"," ",6542,1 
"31037"," ","Colfax NE"," ",10515,1 
"31039"," ","Cuming NE"," ",9139,1 
"31041"," ","Custer NE"," ",10939,1 
"31043","43580","Dakota NE","Sioux City, IA-NE-SD",21006,1 
"31045"," ","Dawes NE"," ",9182,1 
"31047","30420","Dawson NE","Lexington, NE",24326,1 
"31049"," ","Deuel NE"," ",1941,1 
"31051","43580","Dixon NE","Sioux City, IA-NE-SD",6000,1 
"31053","23340","Dodge NE","Fremont, NE",36691,1 
"31055","36540","Douglas NE","Omaha-Council Bluffs, NE-IA",517110,1 
"31057"," ","Dundy NE"," ",2008,1 
"31059"," ","Fillmore NE"," ",5890,1 
"31061"," ","Franklin NE"," ",3225,1 
"31063"," ","Frontier NE"," ",2756,1 
"31065"," ","Furnas NE"," ",4959,1 
"31067","13100","Gage NE","Beatrice, NE",22311,1 
"31069"," ","Garden NE"," ",2057,1 
"31071"," ","Garfield NE"," ",2049,1 
"31073","30420","Gosper NE","Lexington, NE",2044,1 
"31075"," ","Grant NE"," ",614,1 
"31077"," ","Greeley NE"," ",2538,1 
"31079","24260","Hall NE","Grand Island, NE",58607,1 
"31081","24260","Hamilton NE","Grand Island, NE",9124,1 
"31083"," ","Harlan NE"," ",3423,1 
"31085"," ","Hayes NE"," ",967,1 
"31087"," ","Hitchcock NE"," ",2908,1 
"31089"," ","Holt NE"," ",10435,1 
"31091"," ","Hooker NE"," ",736,1 
"31093","24260","Howard NE","Grand Island, NE",6274,1 
"31095"," ","Jefferson NE"," ",7547,1 
"31097"," ","Johnson NE"," ",5217,1 
"31099","28260","Kearney NE","Kearney, NE",6489,1 
"31101"," ","Keith NE"," ",8368,1 
"31103"," ","Keya Paha NE"," ",824,1 
"31105"," ","Kimball NE"," ",3821,1 
"31107"," ","Knox NE"," ",8701,1 
"31109","30700","Lancaster NE","Lincoln, NE",285407,1 
"31111","35820","Lincoln NE","North Platte, NE",36288,1 
"31113","35820","Logan NE","North Platte, NE",763,1 
"31115"," ","Loup NE"," ",632,1 
"31117","35820","McPherson NE","North Platte, NE",539,1 
"31119","35740","Madison NE","Norfolk, NE",34876,1 
"31121","24260","Merrick NE","Grand Island, NE",7845,1 
"31123"," ","Morrill NE"," ",5042,1 
"31125"," ","Nance NE"," ",3735,1 
"31127"," ","Nemaha NE"," ",7248,1 
"31129"," ","Nuckolls NE"," ",4500,1 
"31131"," ","Otoe NE"," ",15740,1 
"31133"," ","Pawnee NE"," ",2773,1 
"31135"," ","Perkins NE"," ",2970,1 
"31137"," ","Phelps NE"," ",9188,1 
"31139","35740","Pierce NE","Norfolk, NE",7266,1 
"31141","18100","Platte NE","Columbus, NE",32237,1 
"31143"," ","Polk NE"," ",5406,1 
"31145"," ","Red Willow NE"," ",11055,1 
"31147"," ","Richardson NE"," ",8363,1 
"31149"," ","Rock NE"," ",1526,1 
"31151"," ","Saline NE"," ",14200,1 
"31153","36540","Sarpy NE","Omaha-Council Bluffs, NE-IA",158840,1 
"31155","36540","Saunders NE","Omaha-Council Bluffs, NE-IA",20780,1 
"31157","42420","Scotts Bluff NE","Scottsbluff, NE",36970,1 
"31159","30700","Seward NE","Lincoln, NE",16750,1 
"31161"," ","Sheridan NE"," ",5469,1 
"31163"," ","Sherman NE"," ",3152,1 
"31165","42420","Sioux NE","Scottsbluff, NE",1311,1 
"31167","35740","Stanton NE","Norfolk, NE",6129,1 
"31169"," ","Thayer NE"," ",5228,1 
"31171"," ","Thomas NE"," ",647,1 
"31173"," ","Thurston NE"," ",6940,1 
"31175"," ","Valley NE"," ",4260,1 
"31177","36540","Washington NE","Omaha-Council Bluffs, NE-IA",20234,1 
"31179"," ","Wayne NE"," ",9595,1 
"31181"," ","Webster NE"," ",3812,1 
"31183"," ","Wheeler NE"," ",818,1 
"31185"," ","York NE"," ",13665,1 
"32001","21980","Churchill NV","Fallon, NV",24877,1 
"32003","29820","Clark NV","Las Vegas-Henderson-Paradise, NV",1951269,1 
"32005","23820","Douglas NV","Gardnerville Ranchos, NV",46997,1 
"32007","21220","Elko NV","Elko, NV",48818,1 
"32009"," ","Esmeralda NV"," ",783,1 
"32011","21220","Eureka NV","Elko, NV",1987,1 
"32013","49080","Humboldt NV","Winnemucca, NV",16528,1 
"32015"," ","Lander NV"," ",5775,1 
"32017"," ","Lincoln NV"," ",5345,1 
"32019","22280","Lyon NV","Fernley, NV",51980,1 
"32021"," ","Mineral NV"," ",4772,1 
"32023","37220","Nye NV","Pahrump, NV",43946,1 
"32027"," ","Pershing NV"," ",6753,1 
"32029","39900","Storey NV","Reno, NV",4010,1 
"32031","39900","Washoe NV","Reno, NV",421407,1 
"32033"," ","White Pine NV"," ",10030,1 
"32510","16180","Carson City NV","Carson City, NV",55274,1 
"33001","29060","Belknap NH","Laconia, NH",60088,1 
"33003"," ","Carroll NH"," ",47818,1 
"33005","28300","Cheshire NH","Keene, NH",77117,1 
"33007","13620","Coos NH","Berlin, NH-VT",33055,1 
"33009","17200","Grafton NH","Claremont-Lebanon, NH-VT",89118,1 
"33011","31700","Hillsborough NH","Manchester-Nashua, NH",400721,1 
"33013","18180","Merrimack NH","Concord, NH",146445,1 
"33015","14460","Rockingham NH","Boston-Cambridge-Newton, MA-NH",295223,1 
"33017","14460","Strafford NH","Boston-Cambridge-Newton, MA-NH",123143,1 
"33019","17200","Sullivan NH","Claremont-Lebanon, NH-VT",43742,1 
"34001","12100","Atlantic NJ","Atlantic City-Hammonton, NJ",274549,1 
"34003","35620","Bergen NJ","New York-Newark-Jersey City, NY-NJ-PA",905116,1 
"34005","37980","Burlington NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",448734,1 
"34007","37980","Camden NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",513657,1 
"34009","36140","Cape May NJ","Ocean City, NJ",97265,1 
"34011","47220","Cumberland NJ","Vineland-Bridgeton, NJ",156898,1 
"34013","35620","Essex NJ","New York-Newark-Jersey City, NY-NJ-PA",783969,1 
"34015","37980","Gloucester NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",288288,1 
"34017","35620","Hudson NJ","New York-Newark-Jersey City, NY-NJ-PA",634266,1 
"34019","35620","Hunterdon NJ","New York-Newark-Jersey City, NY-NJ-PA",128349,1 
"34021","45940","Mercer NJ","Trenton, NJ",366513,1 
"34023","35620","Middlesex NJ","New York-Newark-Jersey City, NY-NJ-PA",809858,1 
"34025","35620","Monmouth NJ","New York-Newark-Jersey City, NY-NJ-PA",630380,1 
"34027","35620","Morris NJ","New York-Newark-Jersey City, NY-NJ-PA",492276,1 
"34029","35620","Ocean NJ","New York-Newark-Jersey City, NY-NJ-PA",576567,1 
"34031","35620","Passaic NJ","New York-Newark-Jersey City, NY-NJ-PA",501226,1 
"34033","37980","Salem NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",66083,1 
"34035","35620","Somerset NJ","New York-Newark-Jersey City, NY-NJ-PA",323444,1 
"34037","35620","Sussex NJ","New York-Newark-Jersey City, NY-NJ-PA",149265,1 
"34039","35620","Union NJ","New York-Newark-Jersey City, NY-NJ-PA",536499,1 
"34041","10900","Warren NJ","Allentown-Bethlehem-Easton, PA-NJ",108692,1 
"35001","10740","Bernalillo NM","Albuquerque, NM",662564,1 
"35003"," ","Catron NM"," ",3725,1 
"35005","40740","Chaves NM","Roswell, NM",65645,1 
"35006","24380","Cibola NM","Grants, NM",27213,1 
"35007"," ","Colfax NM"," ",13750,1 
"35009","17580","Curry NM","Clovis, NM",48376,1 
"35011"," ","DeBaca NM"," ",2022,1 
"35013","29740","Dona Ana NM","Las Cruces, NM",209233,1 
"35015","16100","Eddy NM","Carlsbad-Artesia, NM",53829,1 
"35017","43500","Grant NM","Silver City, NM",29514,1 
"35019"," ","Guadalupe NM"," ",4687,1 
"35021"," ","Harding NM"," ",695,1 
"35023"," ","Hidalgo NM"," ",4894,1 
"35025","26020","Lea NM","Hobbs, NM",64727,1 
"35027"," ","Lincoln NM"," ",20497,1 
"35028","31060","Los Alamos NM","Los Alamos, NM",17950,1 
"35029","19700","Luna NM","Deming, NM",25095,1 
"35031","23700","McKinley NM","Gallup, NM",71492,1 
"35033"," ","Mora NM"," ",4881,1 
"35035","10460","Otero NM","Alamogordo, NM",63797,1 
"35037"," ","Quay NM"," ",9041,1 
"35039","21580","Rio Arriba NM","Española, NM",40246,1 
"35041","38780","Roosevelt NM","Portales, NM",19846,1 
"35043","10740","Sandoval NM","Albuquerque, NM",131561,1 
"35045","22140","San Juan NM","Farmington, NM",130044,1 
"35047","29780","San Miguel NM","Las Vegas, NM",29393,1 
"35049","42140","Santa Fe NM","Santa Fe, NM",144170,1 
"35051"," ","Sierra NM"," ",11988,1 
"35053"," ","Socorro NM"," ",17866,1 
"35055","45340","Taos NM","Taos, NM",32937,1 
"35057","10740","Torrance NM","Albuquerque, NM",16383,1 
"35059"," ","Union NM"," ",4549,1 
"35061","10740","Valencia NM","Albuquerque, NM",76569,1 
"36001","10580","Albany NY","Albany-Schenectady-Troy, NY",304204,1 
"36003"," ","Allegany NY"," ",48946,1 
"36005","35620","Bronx NY","New York-Newark-Jersey City, NY-NJ-PA",1385108,1 
"36007","13780","Broome NY","Binghamton, NY",200600,1 
"36009","36460","Cattaraugus NY","Olean, NY",80317,1 
"36011","12180","Cayuga NY","Auburn, NY",80026,1 
"36013","27460","Chautauqua NY","Jamestown-Dunkirk-Fredonia, NY",134905,1 
"36015","21300","Chemung NY","Elmira, NY",88830,1 
"36017"," ","Chenango NY"," ",50477,1 
"36019","38460","Clinton NY","Plattsburgh, NY",82128,1 
"36021","26460","Columbia NY","Hudson, NY",63096,1 
"36023","18660","Cortland NY","Cortland, NY",49336,1 
"36025"," ","Delaware NY"," ",47980,1 
"36027","35620","Dutchess NY","New York-Newark-Jersey City, NY-NJ-PA",297488,1 
"36029","15380","Erie NY","Buffalo-Cheektowaga-Niagara Falls, NY",919040,1 
"36031"," ","Essex NY"," ",39370,1 
"36033","31660","Franklin NY","Malone, NY",51599,1 
"36035","24100","Fulton NY","Gloversville, NY",55531,1 
"36037","12860","Genesee NY","Batavia, NY",60079,1 
"36039"," ","Greene NY"," ",49221,1 
"36041"," ","Hamilton NY"," ",4836,1 
"36043","46540","Herkimer NY","Utica-Rome, NY",64519,1 
"36045","48060","Jefferson NY","Watertown-Fort Drum, NY",116229,1 
"36047","35620","Kings NY","New York-Newark-Jersey City, NY-NJ-PA",2504700,1 
"36049"," ","Lewis NY"," ",27087,1 
"36051","40380","Livingston NY","Rochester, NY",65393,1 
"36053","45060","Madison NY","Syracuse, NY",73442,1 
"36055","40380","Monroe NY","Rochester, NY",744344,1 
"36057","11220","Montgomery NY","Amsterdam, NY",50219,1 
"36059","35620","Nassau NY","New York-Newark-Jersey City, NY-NJ-PA",1339532,1 
"36061","35620","New York NY","New York-Newark-Jersey City, NY-NJ-PA",1585873,1 
"36063","15380","Niagara NY","Buffalo-Cheektowaga-Niagara Falls, NY",216469,1 
"36065","46540","Oneida NY","Utica-Rome, NY",234878,1 
"36067","45060","Onondaga NY","Syracuse, NY",467026,1 
"36069","40380","Ontario NY","Rochester, NY",107931,1 
"36071","35620","Orange NY","New York-Newark-Jersey City, NY-NJ-PA",372813,1 
"36073","40380","Orleans NY","Rochester, NY",42883,1 
"36075","45060","Oswego NY","Syracuse, NY",122109,1 
"36077","36580","Otsego NY","Oneonta, NY",62259,1 
"36079","35620","Putnam NY","New York-Newark-Jersey City, NY-NJ-PA",99710,1 
"36081","35620","Queens NY","New York-Newark-Jersey City, NY-NJ-PA",2230722,1 
"36083","10580","Rensselaer NY","Albany-Schenectady-Troy, NY",159429,1 
"36085","35620","Richmond NY","New York-Newark-Jersey City, NY-NJ-PA",468730,1 
"36087","35620","Rockland NY","New York-Newark-Jersey City, NY-NJ-PA",311687,1 
"36089","36300","St. Lawrence NY","Ogdensburg-Massena, NY",111944,1 
"36091","10580","Saratoga NY","Albany-Schenectady-Troy, NY",219607,1 
"36093","10580","Schenectady NY","Albany-Schenectady-Troy, NY",154727,1 
"36095","10580","Schoharie NY","Albany-Schenectady-Troy, NY",32749,1 
"36097"," ","Schuyler NY"," ",18343,1 
"36099","42900","Seneca NY","Seneca Falls, NY",35251,1 
"36101","18500","Steuben NY","Corning, NY",98990,1 
"36103","35620","Suffolk NY","New York-Newark-Jersey City, NY-NJ-PA",1493350,1 
"36105"," ","Sullivan NY"," ",77547,1 
"36107","13780","Tioga NY","Binghamton, NY",51125,1 
"36109","27060","Tompkins NY","Ithaca, NY",101564,1 
"36111","28740","Ulster NY","Kingston, NY",182493,1 
"36113","24020","Warren NY","Glens Falls, NY",65707,1 
"36115","24020","Washington NY","Glens Falls, NY",63216,1 
"36117","40380","Wayne NY","Rochester, NY",93772,1 
"36119","35620","Westchester NY","New York-Newark-Jersey City, NY-NJ-PA",949113,1 
"36121"," ","Wyoming NY"," ",42155,1 
"36123","40380","Yates NY","Rochester, NY",25348,1 
"37001","15500","Alamance NC","Burlington, NC",151131,1 
"37003","25860","Alexander NC","Hickory-Lenoir-Morganton, NC",37198,1 
"37005"," ","Alleghany NC"," ",11155,1 
"37007"," ","Anson NC"," ",26948,1 
"37009"," ","Ashe NC"," ",27281,1 
"37011"," ","Avery NC"," ",17797,1 
"37013","47820","Beaufort NC","Washington, NC",47759,1 
"37015"," ","Bertie NC"," ",21282,1 
"37017"," ","Bladen NC"," ",35190,1 
"37019","34820","Brunswick NC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC",107431,1 
"37021","11700","Buncombe NC","Asheville, NC",238318,1 
"37023","25860","Burke NC","Hickory-Lenoir-Morganton, NC",90912,1 
"37025","16740","Cabarrus NC","Charlotte-Concord-Gastonia, NC-SC",178011,1 
"37027","25860","Caldwell NC","Hickory-Lenoir-Morganton, NC",83029,1 
"37029","21020","Camden NC","Elizabeth City, NC",9980,1 
"37031","33980","Carteret NC","Morehead City, NC",66469,1 
"37033"," ","Caswell NC"," ",23719,1 
"37035","25860","Catawba NC","Hickory-Lenoir-Morganton, NC",154358,1 
"37037","20500","Chatham NC","Durham-Chapel Hill, NC",63505,1 
"37039"," ","Cherokee NC"," ",27444,1 
"37041"," ","Chowan NC"," ",14793,1 
"37043"," ","Clay NC"," ",10587,1 
"37045","43140","Cleveland NC","Shelby, NC",98078,1 
"37047"," ","Columbus NC"," ",58098,1 
"37049","35100","Craven NC","New Bern, NC",103505,1 
"37051","22180","Cumberland NC","Fayetteville, NC",319431,1 
"37053","47260","Currituck NC","Virginia Beach-Norfolk-Newport News, VA-NC",23547,1 
"37055","28620","Dare NC","Kill Devil Hills, NC",33920,1 
"37057","49180","Davidson NC","Winston-Salem, NC",162878,1 
"37059","49180","Davie NC","Winston-Salem, NC",41240,1 
"37061"," ","Duplin NC"," ",58505,1 
"37063","20500","Durham NC","Durham-Chapel Hill, NC",267587,1 
"37065","40580","Edgecombe NC","Rocky Mount, NC",56552,1 
"37067","49180","Forsyth NC","Winston-Salem, NC",350670,1 
"37069","39580","Franklin NC","Raleigh, NC",60619,1 
"37071","16740","Gaston NC","Charlotte-Concord-Gastonia, NC-SC",206086,1 
"37073","47260","Gates NC","Virginia Beach-Norfolk-Newport News, VA-NC",12197,1 
"37075"," ","Graham NC"," ",8861,1 
"37077","37080","Granville NC","Oxford, NC",59916,1 
"37079"," ","Greene NC"," ",21362,1 
"37081","24660","Guilford NC","Greensboro-High Point, NC",488406,1 
"37083","40260","Halifax NC","Roanoke Rapids, NC",54691,1 
"37085","20380","Harnett NC","Dunn, NC",114678,1 
"37087","11700","Haywood NC","Asheville, NC",59036,1 
"37089","11700","Henderson NC","Asheville, NC",106740,1 
"37091"," ","Hertford NC"," ",24669,1 
"37093","22180","Hoke NC","Fayetteville, NC",46952,1 
"37095"," ","Hyde NC"," ",5810,1 
"37097","16740","Iredell NC","Charlotte-Concord-Gastonia, NC-SC",159437,1 
"37099","19000","Jackson NC","Cullowhee, NC",40271,1 
"37101","39580","Johnston NC","Raleigh, NC",168878,1 
"37103","35100","Jones NC","New Bern, NC",10153,1 
"37105","41820","Lee NC","Sanford, NC",57866,1 
"37107","28820","Lenoir NC","Kinston, NC",59495,1 
"37109","16740","Lincoln NC","Charlotte-Concord-Gastonia, NC-SC",78265,1 
"37111","32000","McDowell NC","Marion, NC",44996,1 
"37113"," ","Macon NC"," ",33922,1 
"37115","11700","Madison NC","Asheville, NC",20764,1 
"37117"," ","Martin NC"," ",24505,1 
"37119","16740","Mecklenburg NC","Charlotte-Concord-Gastonia, NC-SC",919628,1 
"37121"," ","Mitchell NC"," ",15579,1 
"37123"," ","Montgomery NC"," ",27798,1 
"37125","38240","Moore NC","Pinehurst-Southern Pines, NC",88247,1 
"37127","40580","Nash NC","Rocky Mount, NC",95840,1 
"37129","48900","New Hanover NC","Wilmington, NC",202667,1 
"37131","40260","Northampton NC","Roanoke Rapids, NC",22099,1 
"37133","27340","Onslow NC","Jacksonville, NC",177772,1 
"37135","20500","Orange NC","Durham-Chapel Hill, NC",133801,1 
"37137","35100","Pamlico NC","New Bern, NC",13144,1 
"37139","21020","Pasquotank NC","Elizabeth City, NC",40661,1 
"37141","48900","Pender NC","Wilmington, NC",52217,1 
"37143","21020","Perquimans NC","Elizabeth City, NC",13453,1 
"37145","20500","Person NC","Durham-Chapel Hill, NC",39464,1 
"37147","24780","Pitt NC","Greenville, NC",168148,1 
"37149"," ","Polk NC"," ",20510,1 
"37151","24660","Randolph NC","Greensboro-High Point, NC",141752,1 
"37153","40460","Richmond NC","Rockingham, NC",46639,1 
"37155","31300","Robeson NC","Lumberton, NC",134168,1 
"37157","24660","Rockingham NC","Greensboro-High Point, NC",93643,1 
"37159","16740","Rowan NC","Charlotte-Concord-Gastonia, NC-SC",138428,1 
"37161","22580","Rutherford NC","Forest City, NC",67810,1 
