"zcta5","cbsa","cbsaname","zipname","pop10","afact"
"ZIP Census Tabulation Area","cbsa","CBSA Name","zipname","Total Pop, 2010 census","zcta5 to cbsa alloc factor"
"38356"," "," ","Medon, TN",527,0.24 
"38356","27180","Jackson, TN","Medon, TN",1666,0.76 
"38357"," "," ","Michie, TN",2757,1 
"38358"," "," ","Milan, TN",12121,1 
"38359"," "," ","Milledgeville, TN",262,0.942 
"38359","27180","Jackson, TN","Milledgeville, TN",16,0.058 
"38361"," "," ","Morris Chapel, TN",994,1 
"38362","27180","Jackson, TN","Oakfield, TN",1145,1 
"38363"," "," ","Parsons, TN",6097,1 
"38365"," "," ","Pickwick Dam, TN (PO Boxes)",16,1 
"38366","27180","Jackson, TN","Pinson, TN",2267,1 
"38367"," "," ","Ramer, TN",2843,1 
"38368"," "," ","Reagan, TN",1513,0.762 
"38368","27180","Jackson, TN","Reagan, TN",472,0.238 
"38369"," "," ","Rutherford, TN",1887,1 
"38370"," "," ","Saltillo, TN",670,1 
"38371"," "," ","Sardis, TN",1235,1 
"38372"," "," ","Savannah, TN",17595,1 
"38374"," "," ","Scotts Hill, TN",2052,1 
"38375"," "," ","Selmer, TN",9251,1 
"38376"," "," ","Shiloh, TN",233,1 
"38379"," "," ","Stantonville, TN",1171,1 
"38380"," "," ","Sugar Tree, TN",574,1 
"38381"," "," ","Toone, TN",1640,1 
"38382"," "," ","Trenton, TN",9515,1 
"38387"," "," ","Westport, TN",375,1 
"38388"," "," ","Wildersville, TN",1840,1 
"38390"," "," ","Yuma, TN",907,1 
"38391","27180","Jackson, TN","Denmark, TN",1174,1 
"38392"," "," ","Mercer, TN",83,0.107 
"38392","27180","Jackson, TN","Mercer, TN",693,0.893 
"38401","30280","Lewisburg, TN","Columbia, TN",415,0.008 
"38401","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Columbia, TN",54054,0.992 
"38425"," "," ","Clifton, TN",3724,1 
"38449"," "," ","Ardmore, TN",2811,1 
"38450"," "," ","Collinwood, TN",2778,1 
"38451"," "," ","Culleoka, TN",84,0.017 
"38451","30280","Lewisburg, TN","Culleoka, TN",434,0.09 
"38451","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Culleoka, TN",4296,0.892 
"38452"," "," ","Cypress Inn, TN",1091,1 
"38453"," "," ","Dellrose, TN",373,1 
"38454","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Duck River, TN",1208,1 
"38455"," "," ","Elkton, TN",227,1 
"38456"," "," ","Ethridge, TN",716,0.157 
"38456","29980","Lawrenceburg, TN","Ethridge, TN",3843,0.843 
"38457","29980","Lawrenceburg, TN","Five Points, TN",808,1 
"38459"," "," ","Frankewing, TN",453,1 
"38460"," "," ","Goodspring, TN",1410,1 
"38461"," "," ","Hampshire, TN",547,0.397 
"38461","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Hampshire, TN",832,0.603 
"38462"," "," ","Hohenwald, TN",10242,0.995 
"38462","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Hohenwald, TN",55,0.005 
"38463"," "," ","Iron City, TN",2034,0.722 
"38463","29980","Lawrenceburg, TN","Iron City, TN",783,0.278 
"38464"," "," ","Lawrenceburg, TN",1082,0.049 
"38464","29980","Lawrenceburg, TN","Lawrenceburg, TN",21211,0.951 
"38468"," "," ","Leoma, TN",171,0.033 
"38468","29980","Lawrenceburg, TN","Leoma, TN",5030,0.967 
"38469","29980","Lawrenceburg, TN","Loretto, TN",4092,1 
"38471"," "," ","Lutts, TN",530,1 
"38472"," "," ","Lynnville, TN",2596,0.977 
"38472","30280","Lewisburg, TN","Lynnville, TN",60,0.023 
"38473"," "," ","Minor Hill, TN",1061,1 
"38474"," "," ","Mount Pleasant, TN",184,0.024 
"38474","29980","Lawrenceburg, TN","Mount Pleasant, TN",119,0.015 
"38474","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Mount Pleasant, TN",7499,0.961 
"38475"," "," ","Olivehill, TN",635,1 
"38476","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Primm Springs, TN",1228,1 
"38477"," "," ","Prospect, TN",2766,1 
"38478"," "," ","Pulaski, TN",17733,1 
"38481","29980","Lawrenceburg, TN","St. Joseph, TN",896,1 
"38482","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Santa Fe, TN",1535,1 
"38483"," "," ","Summertown, TN",1330,0.235 
"38483","29980","Lawrenceburg, TN","Summertown, TN",4220,0.745 
"38483","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Summertown, TN",113,0.02 
"38485"," "," ","Waynesboro, TN",6502,1 
"38486"," "," ","Westpoint, TN",100,0.103 
"38486","29980","Lawrenceburg, TN","Westpoint, TN",867,0.897 
"38487","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Williamsport, TN",1057,1 
"38488"," "," ","Taft, TN",2524,1 
"38501","18260","Cookeville, TN","Cookeville, TN",36687,1 
"38504"," "," ","Allardt, TN",901,1 
"38505","18260","Cookeville, TN","Cookeville, TN",1806,1 
"38506"," "," ","Cookeville, TN",779,0.029 
"38506","18260","Cookeville, TN","Cookeville, TN",25742,0.971 
"38541"," "," ","Allons, TN",552,0.342 
"38541","18260","Cookeville, TN","Allons, TN",1061,0.658 
"38542","18260","Cookeville, TN","Allred, TN",22,1 
"38543"," "," ","Alpine, TN",95,0.17 
"38543","18260","Cookeville, TN","Alpine, TN",465,0.83 
"38544"," "," ","Baxter, TN",259,0.04 
"38544","18260","Cookeville, TN","Baxter, TN",6284,0.96 
"38545","18260","Cookeville, TN","Bloomington Springs, TN",1474,1 
"38547","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Brush Creek, TN",1975,1 
"38548","18260","Cookeville, TN","Buffalo Valley, TN",450,0.616 
"38548","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Buffalo Valley, TN",281,0.384 
"38549"," "," ","Byrdstown, TN",3679,1 
"38551"," "," ","Celina, TN",4079,0.993 
"38551","18260","Cookeville, TN","Celina, TN",27,0.007 
"38552","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Chestnut Mound, TN",275,1 
"38553"," "," ","Clarkrange, TN",2312,1 
"38554","18260","Cookeville, TN","Crawford, TN",827,1 
"38555","18900","Crossville, TN","Crossville, TN",18809,1 
"38556"," "," ","Jamestown, TN",12540,1 
"38558","18900","Crossville, TN","Fairfield Glade, TN",6970,1 
"38559"," "," ","Doyle, TN",1340,1 
"38560","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Elmwood, TN",1425,1 
"38562","18260","Cookeville, TN","Gainesboro, TN",6554,1 
"38563","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Gordonsville, TN",2330,1 
"38564","18260","Cookeville, TN","Granville, TN",453,1 
"38565"," "," ","Grimsley, TN",1098,1 
"38567"," "," ","Hickman, TN",40,0.051 
"38567","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Hickman, TN",744,0.949 
"38568"," "," ","Hilham, TN",409,0.201 
"38568","18260","Cookeville, TN","Hilham, TN",1625,0.799 
"38569"," "," ","Lancaster, TN",111,0.306 
"38569","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Lancaster, TN",252,0.694 
"38570","18260","Cookeville, TN","Livingston, TN",9898,1 
"38571","18900","Crossville, TN","Crossville, TN",13848,1 
"38572"," "," ","Crossville, TN",126,0.012 
"38572","18900","Crossville, TN","Crossville, TN",10523,0.988 
"38573"," "," ","Monroe, TN",586,0.267 
"38573","18260","Cookeville, TN","Monroe, TN",1612,0.733 
"38574"," "," ","Monterey, TN",407,0.048 
"38574","18260","Cookeville, TN","Monterey, TN",6865,0.816 
"38574","18900","Crossville, TN","Monterey, TN",1141,0.136 
"38575"," "," ","Moss, TN",1172,1 
"38577"," "," ","Pall Mall, TN",1153,1 
"38578","18900","Crossville, TN","Pleasant Hill, TN",177,1 
"38579"," "," ","Quebeck, TN",1063,1 
"38580","18260","Cookeville, TN","Rickman, TN",1743,1 
"38581"," "," ","Rock Island, TN",791,0.192 
"38581","32660","McMinnville, TN","Rock Island, TN",3321,0.808 
"38582"," "," ","Silver Point, TN",311,0.218 
"38582","18260","Cookeville, TN","Silver Point, TN",1115,0.782 
"38583"," "," ","Sparta, TN",22492,0.944 
"38583","18260","Cookeville, TN","Sparta, TN",212,0.009 
"38583","18900","Crossville, TN","Sparta, TN",1121,0.047 
"38585"," "," ","Spencer, TN",3717,1 
"38587"," "," ","Walling, TN",1301,1 
"38588"," "," ","Whitleyville, TN",179,0.177 
"38588","18260","Cookeville, TN","Whitleyville, TN",832,0.823 
"38589"," "," ","Wilder, TN",72,0.36 
"38589","18260","Cookeville, TN","Wilder, TN",128,0.64 
"38601","37060","Oxford, MS","Abbeville, MS",2371,1 
"38603"," "," ","Ashland, MS",54,0.019 
"38603","32820","Memphis, TN-MS-AR","Ashland, MS",2840,0.981 
"38606"," "," ","Batesville, MS",16007,0.993 
"38606","37060","Oxford, MS","Batesville, MS",120,0.007 
"38610"," "," ","Blue Mountain, MS",3416,0.964 
"38610","32820","Memphis, TN-MS-AR","Blue Mountain, MS",126,0.036 
"38611","32820","Memphis, TN-MS-AR","Byhalia, MS",17202,1 
"38614","17260","Clarksdale, MS","Clarksdale, MS",20403,0.999 
"38614","17380","Cleveland, MS","Clarksdale, MS",15,0.001 
"38617","17260","Clarksdale, MS","Coahoma, MS",734,1 
"38618","32820","Memphis, TN-MS-AR","Coldwater, MS",12031,1 
"38619"," "," ","Como, MS",3843,0.768 
"38619","32820","Memphis, TN-MS-AR","Como, MS",119,0.024 
"38619","37060","Oxford, MS","Como, MS",1042,0.208 
"38620"," "," ","Courtland, MS",3375,1 
"38621"," "," ","Crenshaw, MS",1910,1 
"38622"," "," ","Crowder, MS",705,1 
"38623"," "," ","Darling, MS",259,1 
"38625"," "," ","Dumas, MS",1058,1 
"38626","17260","Clarksdale, MS","Dundee, MS",341,0.252 
"38626","32820","Memphis, TN-MS-AR","Dundee, MS",1012,0.748 
"38627"," "," ","Etta, MS",900,0.804 
"38627","37060","Oxford, MS","Etta, MS",220,0.196 
"38629"," "," ","Falkner, MS",1549,0.873 
"38629","32820","Memphis, TN-MS-AR","Falkner, MS",225,0.127 
"38630","17260","Clarksdale, MS","Farrell, MS",132,1 
"38631","17260","Clarksdale, MS","Friars Point, MS",1306,1 
"38632","32820","Memphis, TN-MS-AR","Hernando, MS",24377,1 
"38633"," "," ","Hickory Flat, MS",493,0.19 
"38633","32820","Memphis, TN-MS-AR","Hickory Flat, MS",2097,0.81 
"38635","32820","Memphis, TN-MS-AR","Holly Springs, MS",15941,1 
"38637","32820","Memphis, TN-MS-AR","Horn Lake, MS",26066,1 
"38639","17260","Clarksdale, MS","Jonestown, MS",1257,1 
"38641","32820","Memphis, TN-MS-AR","Lake Cormorant, MS",2338,1 
"38642","32820","Memphis, TN-MS-AR","Lamar, MS",2321,1 
"38643"," "," ","Lambert, MS",2619,1 
"38644","17260","Clarksdale, MS","Lula, MS",208,1 
"38645"," "," ","Lyon, MS",60,0.045 
"38645","17260","Clarksdale, MS","Lyon, MS",1269,0.955 
"38646"," "," ","Marks, MS",3073,1 
"38647","32820","Memphis, TN-MS-AR","Michigan City, MS",1143,1 
"38650"," "," ","Myrtle, MS",3852,0.993 
"38650","32820","Memphis, TN-MS-AR","Myrtle, MS",29,0.007 
"38651","32820","Memphis, TN-MS-AR","Nesbit, MS",7103,1 
"38652"," "," ","New Albany, MS",16600,1 
"38654","32820","Memphis, TN-MS-AR","Olive Branch, MS",45956,1 
"38655","37060","Oxford, MS","Oxford, MS",36699,1 
"38658"," "," ","Pope, MS",2074,1 
"38659","32820","Memphis, TN-MS-AR","Potts Camp, MS",2841,1 
"38661","32820","Memphis, TN-MS-AR","Red Banks, MS",2039,1 
"38663"," "," ","Ripley, MS",11901,0.996 
"38663","32820","Memphis, TN-MS-AR","Ripley, MS",49,0.004 
"38664","32820","Memphis, TN-MS-AR","Tunica Resorts, MS",3279,1 
"38665"," "," ","Sarah, MS",503,0.187 
"38665","32820","Memphis, TN-MS-AR","Sarah, MS",2180,0.813 
"38666"," "," ","Sardis, MS",6915,1 
"38668","32820","Memphis, TN-MS-AR","Senatobia, MS",14462,1 
"38670"," "," ","Sledge, MS",1114,0.909 
"38670","32820","Memphis, TN-MS-AR","Sledge, MS",112,0.091 
"38671","32820","Memphis, TN-MS-AR","Southaven, MS",35712,1 
"38672","32820","Memphis, TN-MS-AR","Southaven, MS",11249,1 
"38673","37060","Oxford, MS","Taylor, MS",746,1 
"38674"," "," ","Tiplersville, MS",898,1 
"38676","32820","Memphis, TN-MS-AR","Tunica, MS",6375,1 
"38677","37060","Oxford, MS","University, MS",4198,1 
"38680","32820","Memphis, TN-MS-AR","Walls, MS",6194,1 
"38683"," "," ","Walnut, MS",3598,0.638 
"38683","18420","Corinth, MS","Walnut, MS",1900,0.337 
"38683","32820","Memphis, TN-MS-AR","Walnut, MS",139,0.025 
"38685","32820","Memphis, TN-MS-AR","Waterford, MS",1232,0.915 
"38685","37060","Oxford, MS","Waterford, MS",115,0.085 
"38701","24740","Greenville, MS","Greenville, MS",24187,1 
"38702","17380","Cleveland, MS","Greenville, MS",1,1 
"38703","17380","Cleveland, MS","Greenville, MS",112,0.008 
"38703","24740","Greenville, MS","Greenville, MS",14456,0.992 
"38704"," "," ","Greenville, MS",41,1 
"38720","17260","Clarksdale, MS","Alligator, MS",304,0.509 
"38720","17380","Cleveland, MS","Alligator, MS",293,0.491 
"38721"," "," ","Anguilla, MS",1230,1 
"38722","24740","Greenville, MS","Arcola, MS",531,1 
"38723","24740","Greenville, MS","Avon, MS (PO Boxes)",33,1 
"38725","17380","Cleveland, MS","Benoit, MS",998,1 
"38726","17380","Cleveland, MS","Beulah, MS",532,1 
"38730","17380","Cleveland, MS","Boyle, MS",1718,1 
"38731","24740","Greenville, MS","Chatham, MS",129,1 
"38732","17380","Cleveland, MS","Cleveland, MS",17653,0.982 
"38732","26940","Indianola, MS","Cleveland, MS",328,0.018 
"38736","24900","Greenwood, MS","Doddsville, MS",58,0.132 
"38736","26940","Indianola, MS","Doddsville, MS",382,0.868 
"38737"," "," ","Drew, MS",39,0.013 
"38737","26940","Indianola, MS","Drew, MS",2893,0.987 
"38738","26940","Indianola, MS","Parchman, MS",3998,1 
"38740","17380","Cleveland, MS","Duncan, MS",466,1 
"38744"," "," ","Glen Allan, MS",108,0.158 
"38744","24740","Greenville, MS","Glen Allan, MS",574,0.842 
"38745"," "," ","Grace, MS (PO Boxes)",144,1 
"38746","17380","Cleveland, MS","Gunnison, MS",616,1 
"38748"," "," ","Hollandale, MS",65,0.017 
"38748","24740","Greenville, MS","Hollandale, MS",3836,0.983 
"38749","26940","Indianola, MS","Holly Ridge, MS",26,1 
"38751","26940","Indianola, MS","Indianola, MS",11638,1 
"38753"," "," ","Inverness, MS",70,0.048 
"38753","26940","Indianola, MS","Inverness, MS",1386,0.952 
"38754"," "," ","Isola, MS",1448,0.945 
"38754","26940","Indianola, MS","Isola, MS",84,0.055 
"38756","24740","Greenville, MS","Leland, MS",6462,1 
"38759","17380","Cleveland, MS","Merigold, MS",885,0.741 
"38759","26940","Indianola, MS","Merigold, MS",309,0.259 
"38760","24740","Greenville, MS","Metcalfe, MS",929,1 
"38761","24900","Greenwood, MS","Moorhead, MS",38,0.013 
"38761","26940","Indianola, MS","Moorhead, MS",2832,0.987 
"38762","17380","Cleveland, MS","Mound Bayou, MS",2292,0.999 
"38762","26940","Indianola, MS","Mound Bayou, MS",2,0.001 
"38764","17380","Cleveland, MS","Pace, MS",430,1 
"38765"," "," ","Panther Burn, MS (PO Boxes)",201,1 
"38767","17260","Clarksdale, MS","Rena Lara, MS (PO Boxes)",77,1 
"38768","26940","Indianola, MS","Rome, MS (PO Boxes)",182,1 
"38769"," "," ","Rosedale, MS",2,0.001 
"38769","17380","Cleveland, MS","Rosedale, MS",2214,0.999 
"38771","26940","Indianola, MS","Ruleville, MS",3260,1 
"38772","17380","Cleveland, MS","Scott, MS (PO Boxes)",182,1 
"38773","17380","Cleveland, MS","Shaw, MS",2964,0.878 
"38773","26940","Indianola, MS","Shaw, MS",411,0.122 
"38774","17380","Cleveland, MS","Shelby, MS",2522,1 
"38778","26940","Indianola, MS","Sunflower, MS",1686,1 
"38781","17380","Cleveland, MS","Winstonville, MS",252,1 
"38801","46180","Tupelo, MS","Tupelo, MS",29871,1 
"38804","46180","Tupelo, MS","Tupelo, MS",17285,1 
"38821"," "," ","Amory, MS",12528,1 
"38824"," "," ","Baldwyn, MS",4605,0.588 
"38824","46180","Tupelo, MS","Baldwyn, MS",3227,0.412 
"38826","46180","Tupelo, MS","Belden, MS",4703,1 
"38827"," "," ","Belmont, MS",2733,1 
"38828"," "," ","Blue Springs, MS",3467,0.873 
"38828","46180","Tupelo, MS","Blue Springs, MS",503,0.127 
"38829"," "," ","Booneville, MS",18707,1 
"38833"," "," ","Burnsville, MS",2227,0.94 
"38833","18420","Corinth, MS","Burnsville, MS",143,0.06 
"38834","18420","Corinth, MS","Corinth, MS",29133,1 
"38838"," "," ","Dennis, MS",1629,1 
"38841"," "," ","Ecru, MS",99,0.036 
"38841","46180","Tupelo, MS","Ecru, MS",2676,0.964 
"38843","46180","Tupelo, MS","Fulton, MS",11467,1 
"38844"," "," ","Gattman, MS",131,1 
"38846"," "," ","Glen, MS",349,0.143 
"38846","18420","Corinth, MS","Glen, MS",2097,0.857 
"38847"," "," ","Golden, MS",877,0.25 
"38847","46180","Tupelo, MS","Golden, MS",2624,0.749 
"38848"," "," ","Greenwood Springs, MS",848,1 
"38849"," "," ","Guntown, MS",496,0.087 
"38849","46180","Tupelo, MS","Guntown, MS",5206,0.913 
"38850"," "," ","Houlka, MS",2544,0.81 
"38850","46180","Tupelo, MS","Houlka, MS",597,0.19 
"38851"," "," ","Houston, MS",8408,1 
"38852"," "," ","Iuka, MS",9398,0.995 
"38852","22520","Florence-Muscle Shoals, AL","Iuka, MS",51,0.005 
"38855","46180","Tupelo, MS","Mantachie, MS",4602,1 
"38856"," "," ","Marietta, MS",892,0.499 
"38856","46180","Tupelo, MS","Marietta, MS",896,0.501 
"38857","46180","Tupelo, MS","Mooreville, MS",3252,1 
"38858"," "," ","Nettleton, MS",3158,0.44 
"38858","46180","Tupelo, MS","Nettleton, MS",4018,0.56 
"38859"," "," ","New Site, MS",749,1 
"38860"," "," ","Okolona, MS",5493,0.97 
"38860","46180","Tupelo, MS","Okolona, MS",170,0.03 
"38862","46180","Tupelo, MS","Plantersville, MS",2731,1 
"38863","37060","Oxford, MS","Pontotoc, MS",7,0 
"38863","46180","Tupelo, MS","Pontotoc, MS",19781,1 
"38864"," "," ","Randolph, MS",285,0.168 
"38864","46180","Tupelo, MS","Randolph, MS",1416,0.832 
"38865"," "," ","Rienzi, MS",914,0.195 
"38865","18420","Corinth, MS","Rienzi, MS",3784,0.805 
"38866","46180","Tupelo, MS","Saltillo, MS",11897,1 
"38868"," "," ","Shannon, MS",340,0.062 
"38868","46180","Tupelo, MS","Shannon, MS",5141,0.938 
"38869","46180","Tupelo, MS","Sherman, MS",478,1 
"38870"," "," ","Smithville, MS",2981,0.955 
"38870","46180","Tupelo, MS","Smithville, MS",141,0.045 
"38871"," "," ","Thaxton, MS",28,0.017 
"38871","37060","Oxford, MS","Thaxton, MS",133,0.081 
"38871","46180","Tupelo, MS","Thaxton, MS",1479,0.902 
"38873"," "," ","Tishomingo, MS",2719,1 
"38876","46180","Tupelo, MS","Tremont, MS",1322,1 
"38878"," "," ","Vardaman, MS",2864,1 
"38879","46180","Tupelo, MS","Verona, MS",785,1 
"38901"," "," ","Grenada, MS",69,0.004 
"38901","24900","Greenwood, MS","Grenada, MS",313,0.017 
"38901","24980","Grenada, MS","Grenada, MS",18021,0.979 
"38913"," "," ","Banner, MS",396,1 
"38914"," "," ","Big Creek, MS",484,0.877 
"38914","24980","Grenada, MS","Big Creek, MS",68,0.123 
"38915"," "," ","Bruce, MS",4046,1 
"38916"," "," ","Calhoun City, MS",5049,1 
"38917","24900","Greenwood, MS","Carrollton, MS",3258,1 
"38920"," "," ","Cascilla, MS",804,1 
"38921"," "," ","Charleston, MS",5061,1 
"38922"," "," ","Coffeeville, MS",2984,0.865 
"38922","24980","Grenada, MS","Coffeeville, MS",467,0.135 
"38923","24900","Greenwood, MS","Coila, MS",1293,1 
"38924"," "," ","Cruger, MS",670,0.869 
"38924","24900","Greenwood, MS","Cruger, MS",101,0.131 
"38925"," "," ","Duck Hill, MS",1991,0.843 
"38925","24980","Grenada, MS","Duck Hill, MS",372,0.157 
"38927"," "," ","Enid, MS",1186,1 
"38928"," "," ","Glendora, MS",497,1 
"38929"," "," ","Gore Springs, MS",182,0.138 
"38929","24980","Grenada, MS","Gore Springs, MS",1135,0.862 
"38930","24900","Greenwood, MS","Greenwood, MS",25297,1 
"38940"," "," ","Holcomb, MS",332,0.155 
"38940","24900","Greenwood, MS","Holcomb, MS",80,0.037 
"38940","24980","Grenada, MS","Holcomb, MS",1729,0.808 
"38941","24900","Greenwood, MS","Itta Bena, MS",5282,1 
"38943","24900","Greenwood, MS","Mc Carley, MS",526,1 
"38944","24900","Greenwood, MS","Minter City, MS",504,1 
"38945","24900","Greenwood, MS","Money, MS",35,1 
"38946","24900","Greenwood, MS","Morgan City, MS",362,1 
"38947","24900","Greenwood, MS","North Carrollton, MS",445,1 
"38948"," "," ","Oakland, MS",2288,1 
"38949","37060","Oxford, MS","Paris, MS",297,1 
"38950"," "," ","Philipp, MS",334,1 
"38951"," "," ","Pittsboro, MS",1316,1 
"38952","24900","Greenwood, MS","Schlater, MS",611,1 
"38953"," "," ","Scobey, MS",684,0.857 
"38953","24980","Grenada, MS","Scobey, MS",114,0.143 
"38954","24900","Greenwood, MS","Sidon, MS",1514,1 
"38957"," "," ","Sumner, MS (PO Boxes)",734,1 
"38958","24900","Greenwood, MS","Swan Lake, MS",38,1 
"38961"," "," ","Tillatoba, MS",803,1 
"38962"," "," ","Tippo, MS (PO Boxes)",149,1 
"38963"," "," ","Tutwiler, MS",3862,0.962 
"38963","17260","Clarksdale, MS","Tutwiler, MS",120,0.03 
"38963","26940","Indianola, MS","Tutwiler, MS",33,0.008 
"38964"," "," ","Vance, MS",104,1 
"38965"," "," ","Water Valley, MS",7732,0.846 
"38965","37060","Oxford, MS","Water Valley, MS",1403,0.154 
"38966"," "," ","Webb, MS (PO Boxes)",1174,1 
"38967"," "," ","Winona, MS",6638,0.856 
"38967","24900","Greenwood, MS","Winona, MS",1117,0.144 
"39038"," "," ","Belzoni, MS",6214,0.993 
"39038","24900","Greenwood, MS","Belzoni, MS",44,0.007 
"39039","27140","Jackson, MS","Benton, MS",2193,1 
"39040","27140","Jackson, MS","Bentonia, MS",3295,1 
"39041","27140","Jackson, MS","Bolton, MS",3404,1 
"39042"," "," ","Brandon, MS",36,0.001 
"39042","27140","Jackson, MS","Brandon, MS",34162,0.999 
"39044","27140","Jackson, MS","Braxton, MS",3872,1 
"39045","27140","Jackson, MS","Camden, MS",1353,1 
"39046","27140","Jackson, MS","Canton, MS",26398,1 
"39047","27140","Jackson, MS","Brandon, MS",34539,1 
"39051"," "," ","Carthage, MS",16467,0.994 
"39051","27140","Jackson, MS","Carthage, MS",102,0.006 
"39054"," "," ","Cary, MS",341,1 
"39056","27140","Jackson, MS","Clinton, MS",25621,1 
"39057"," "," ","Conehatta, MS",2291,1 
"39059","27140","Jackson, MS","Crystal Springs, MS",12073,1 
"39061"," "," ","Delta City, MS (PO Boxes)",88,1 
"39062","27140","Jackson, MS","DLo, MS",467,1 
"39063"," "," ","Durant, MS",3620,1 
"39066","27140","Jackson, MS","Edwards, MS",4338,1 
"39067"," "," ","Ethel, MS",1434,1 
"39069"," "," ","Fayette, MS",5409,1 
"39071","27140","Jackson, MS","Flora, MS",5346,1 
"39073","27140","Jackson, MS","Florence, MS",19685,1 
"39074"," "," ","Forest, MS",14896,1 
"39078","27140","Jackson, MS","Georgetown, MS",755,1 
"39079"," "," ","Goodman, MS",2030,0.997 
"39079","27140","Jackson, MS","Goodman, MS",7,0.003 
"39082","27140","Jackson, MS","Harrisville, MS",1312,1 
"39083","27140","Jackson, MS","Hazlehurst, MS",10626,1 
"39086","27140","Jackson, MS","Hermanville, MS",219,0.134 
"39086","46980","Vicksburg, MS","Hermanville, MS",1416,0.866 
"39088"," "," ","Holly Bluff, MS",35,0.259 
"39088","27140","Jackson, MS","Holly Bluff, MS",100,0.741 
"39090"," "," ","Kosciusko, MS",13398,1 
"39092"," "," ","Lake, MS",2934,1 
"39094"," "," ","Lena, MS",3278,0.829 
"39094","27140","Jackson, MS","Lena, MS",678,0.171 
"39095"," "," ","Lexington, MS",7173,0.979 
"39095","24900","Greenwood, MS","Lexington, MS",147,0.02 
"39095","27140","Jackson, MS","Lexington, MS",4,0.001 
"39096"," "," ","Lorman, MS",1028,0.44 
"39096","46980","Vicksburg, MS","Lorman, MS",1310,0.56 
"39097"," "," ","Louise, MS",873,1 
"39108"," "," ","Mc Cool, MS",1974,1 
"39110","27140","Jackson, MS","Madison, MS",36143,1 
"39111"," "," ","Magee, MS",581,0.056 
"39111","27140","Jackson, MS","Magee, MS",9879,0.944 
"39113"," "," ","Mayersville, MS",595,1 
"39114"," "," ","Mendenhall, MS",53,0.005 
"39114","27140","Jackson, MS","Mendenhall, MS",9945,0.995 
"39115"," "," ","Midnight, MS (PO Boxes)",155,1 
"39116"," "," ","Mize, MS",2538,1 
"39117"," "," ","Morton, MS",10273,0.96 
"39117","27140","Jackson, MS","Morton, MS",424,0.04 
"39119"," "," ","Mount Olive, MS",4804,0.873 
"39119","27140","Jackson, MS","Mount Olive, MS",702,0.127 
"39120"," "," ","Natchez, MS",724,0.022 
"39120","35020","Natchez, MS-LA","Natchez, MS",31610,0.978 
"39140"," "," ","Newhebron, MS",1907,0.848 
"39140","27140","Jackson, MS","Newhebron, MS",343,0.152 
"39144"," "," ","Pattison, MS",55,0.063 
"39144","27140","Jackson, MS","Pattison, MS",79,0.091 
"39144","46980","Vicksburg, MS","Pattison, MS",733,0.845 
"39145"," "," ","Pelahatchie, MS",104,0.02 
"39145","27140","Jackson, MS","Pelahatchie, MS",5066,0.98 
"39146"," "," ","Pickens, MS",1976,0.696 
"39146","27140","Jackson, MS","Pickens, MS",865,0.304 
"39149","27140","Jackson, MS","Pinola, MS",1649,1 
"39150","46980","Vicksburg, MS","Port Gibson, MS",5914,1 
"39152"," "," ","Pulaski, MS",1284,1 
"39153"," "," ","Raleigh, MS",3724,1 
"39154","27140","Jackson, MS","Raymond, MS",10526,1 
"39156","46980","Vicksburg, MS","Redwood, MS",513,1 
"39157","27140","Jackson, MS","Ridgeland, MS",24645,1 
"39159"," "," ","Rolling Fork, MS",3334,1 
"39160"," "," ","Sallis, MS",2889,1 
"39162","27140","Jackson, MS","Satartia, MS",205,1 
"39166"," "," ","Silver City, MS",613,1 
"39167","27140","Jackson, MS","Star, MS (PO Boxes)",47,1 
"39168"," "," ","Taylorsville, MS",5181,0.78 
"39168","29860","Laurel, MS","Taylorsville, MS",1462,0.22 
"39169"," "," ","Tchula, MS",2957,1 
"39170","27140","Jackson, MS","Terry, MS",9407,1 
"39174","27140","Jackson, MS","Jackson, MS",715,1 
"39175","27140","Jackson, MS","Utica, MS",4612,0.952 
"39175","46980","Vicksburg, MS","Utica, MS",231,0.048 
"39176"," "," ","Vaiden, MS",323,0.153 
"39176","24900","Greenwood, MS","Vaiden, MS",1783,0.847 
"39177"," "," ","Valley Park, MS (PO Boxes)",136,1 
"39179","27140","Jackson, MS","Vaughan, MS",1228,1 
"39180","46980","Vicksburg, MS","Vicksburg, MS",32603,1 
"39183"," "," ","Vicksburg, MS",4,0 
